Record ID,Description,Status,Status Date,Parcel ID,Longitude,Latitude,ObjectId,Address ID,Street Number,Street Direction,Street Name,x,y
BLD2019-00832,AKA 2227 Trumbull (Unit 7). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.,CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,379,257541,2227,,TRUMBULL,-9247090.68948088,5210984.80721373
BLD2019-00833,AKA 2229 Trumbull (Unit 8). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.,CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,380,257542,2229,,TRUMBULL,-9247090.68948088,5210984.80721373
BLD2019-00842,(AKA 10428 W. Mcnichols) Furnish and install new fire alarm system for a day care center as per attached documents.,CofO Issued,1/30/2020 5:00:00 AM,16008103-6,-83.165214,42.417014,381,535118,10420,WEST,MCNICHOLS,-9257909.27419363,5223652.25754319
BLD2019-00844,CHANGE OF USE / RETAIL STORE,CofO Issued,8/6/2019 4:00:00 AM,18001392-4,-83.123183,42.312822,382,36620,7615,WEST,VERNOR,-9253230.40467609,5207954.45568624
BLD2019-00850,"Establishment of a Medical Marihuana Caregiver Center in an existing, one story, 1,140 sq. ft. building as per BSEED #116-17, recorded with WCRD. (Note: the building should neither be occupied nor receive a Certificate of Occupancy until Environmental hazards have been resolved.",CofO Issued,6/23/2023 4:00:00 AM,17009717-19,-83.023035,42.413482,383,537296,13042,,VAN DYKE,-9242081.98031213,5223119.6917898
BLD2019-00852,"Revision: BLD2018-04015 - Remove ERV (mechanical) from original approved plans
CHANGE OF USE TO ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER FACILITY IN AN EXISTING 1 STORY 3.399 SFT BUILDING AS PER BSEED # 93-17  RECORDED W/ WCRD ON 3-20-18 AND EPLANS.",CofO Issued,8/20/2019 4:00:00 AM,21028339-50,-82.993902,42.448876,384,180105,12800,,Eight Mile,-9238838.90958685,5228457.86375005
BLD2019-00861,"Change legal land use from ""bump shop"" to ""office bldg, business or professional"" as per attached plans.",CofO Issued,10/16/2019 4:00:00 AM,16010514-5,-83.105741,42.328382,385,151228,3255,,Goldner,-9251288.77011768,5210297.10775875
BLD2019-00910,Interior Alterations for Proposed New Phone Repair & Retail Per Plan,CofO Issued,7/1/2019 4:00:00 AM,16009382.,-83.153816,42.445493,386,350118,8201,,Eight Mile,-9256640.45463756,5227947.50469465
BLD2019-00916,Office buildout for suite located on 2nd floor,CofO Issued,7/26/2019 4:00:00 AM,02002006.,-83.049989,42.333251,387,24921,1249,,GRISWOLD,-9245082.48586697,5211030.28417325
BLD2019-00920,"Total renovation of apt. building. Generator to be approved w/ electrical drawings - revision to exisitng BLD2018-03473
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED",CofO Issued,3/11/2019 4:00:00 AM,01004342.,-83.081097,42.383252,388,344926,35, ,OWEN,-9248545.41258657,5218562.74629882
BLD2019-00949,"Renovate Floors 7, 72, 73 and 3rd Floor elevator lobby for new restaurant at Renaissance Center",CofO Issued,5/8/2020 4:00:00 AM,01000001.,-83.039937,42.330193,389,294889,400,,JEFFERSON,-9243963.50234552,5210569.80240043
BLD2019-01023,Per BSEED#SLU2019-00050 - Change of Occupancy/Use to Establish (Private Club) per plans.,CofO Issued,7/29/2021 4:00:00 AM,16037515.,-83.159638,42.407715,390,94915,15794,,Wyoming,-9257288.55671296,5222250.19036692
BLD2019-01033,"Remodeling Inside shop, to be grocery store",CofO Issued,7/2/2019 4:00:00 AM,20004672.,-83.147938,42.330158,391,217038,8614,,MICHIGAN,-9255986.11867068,5210564.53213692
BLD2019-01036,Change of use to establish a Tobacco Retail Specialty Store (Hookah Bar) in an existing Retail Tenant space as per plans.,CofO Issued,9/26/2019 4:00:00 AM,14000318.,-83.091544,42.321599,392,349165,3959,,Vernor,-9249708.36730688,5209275.8148735
BLD2019-01040,"Change of Occupancy from Retail to Trade Services, General (HVAC) as per plans.",CofO Issued,11/25/2019 5:00:00 AM,22000645.,-83.228014,42.343471,393,352748,19150,,Warren,-9264900.13821544,5212569.40142746
BLD2019-01042,Change of occupancy to establish retail Hookah in existing dance hall as indicated on plans.,CofO Issued,7/30/2019 4:00:00 AM,21004433-4,-82.957969,42.406865,394,351736,15125,,Harper,-9234838.86632418,5222122.04102972
BLD2019-01047,Expand offices into an existing parking area as per plans.,CofO Issued,7/3/2019 4:00:00 AM,04000240.,-83.058324,42.330189,395,348306,1301,,Third,-9246010.33382273,5210569.20008445
BLD2019-01057,Change of Occupancy to Retail/Core & Shell Restaurants on 1st Floor and alterations to existing Offices on the 2nd thru 6th Floors as per plans.,CofO Issued,9/17/2024 4:00:00 AM,02000414.,-83.052815,42.337263,396,42329,2110,,PARK,-9245397.07474795,5211634.45576067
BLD2019-01064,"(a.k.a. 2233 Trumbull, Unit 9 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,397,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01085,"Revision to BLD2018-10538 to reflect changes in a Nail Salon as per plans.
CHANGE OCCUPANCY FROM RETAIL TO NAIL SALON.",CofO Issued,9/13/2019 4:00:00 AM,02001744.003L,-83.073287,42.369587,398,540093,6541,,WOODWARD,-9247676.00736347,5216503.57027824
BLD2019-01089,"(a.k.a. 2237 Trumbull, Unit 10 - local address) PER BZA #4-18, Construct & erect a 34' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,399,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01090,"(a.k.a. 2241 Trumbull, Unit 11 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,400,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01091,"(a.k.a. 2245 Trumbull, Unit 12 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,401,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01092,"(a.k.a. 2251 Trumbull, Unit 13 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,402,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01116,"Per BSEED Grant #64-18, erection of a 2,520 sq ft Motor Vehicle Filling Station, 6 Pump Islands, and site work as per eplans. Separate Demolition Permit required.",CofO Issued,10/30/2023 4:00:00 AM,14010244-8,-83.090961,42.312766,403,425683,731,S,CLARK,-9249643.46804375,5207946.02559376
BLD2019-01117,"(a.k.a. 1501 W. Fisher Frwy. Unit 21 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE Unit as per plans.",CofO Issued,11/10/2020 5:00:00 AM,08000058.,-83.06255,42.325171,404,239178,1501,,Fisher Frwy,-9246480.76999083,5209813.62485262
BLD2019-01124,"(a.k.a. 1505 W. Fisher Frwy. Unit 22 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,11/12/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,405,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01125,"(a.k.a. 1507 W. Fisher Frwy. Unit 23 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,406,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01126,"(a.k.a. 1511 W. Fisher Frwy. Unit 24 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,11/12/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,407,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01127,"(a.k.a. 1515 W. Fisher Frwy. Unit 25 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,11/12/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,408,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01128,"(a.k.a. 1517 W. Fisher Frwy. Unit 26 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,12/2/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,409,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01129,"(a.k.a. 1521 W. Fisher Frwy. Unit 27 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.",CofO Issued,11/10/2020 5:00:00 AM,08000587-9,-83.068029,42.332949,410,545803,2225,,Trumbull,-9247090.68948088,5210984.80721373
BLD2019-01144,"PER BZA #18-17 AND BSEED GRANT #87-16, CHANGE OF OCCUPANCY TO ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER FACILITY IN AN EXISTING 2,720 SQ FT BUILDING AND INTERIOR ALTERATIONS AS PER ATTACHED PLANS.",CofO Issued,10/7/2019 4:00:00 AM,22074549-55,-83.216806,42.353647,411,540372,8287,,SOUTHFIELD,-9263652.46936263,5214102.14094174
BLD2019-01164,Change legal land use from ""office"" to ""child care center"" as per attached plans.,CofO Issued,12/3/2019 5:00:00 AM,,-83.194663,42.444867,412,,15021,W,EIGHT MILE,-9261187.521878,5227853.0694165
BLD2019-01170,BUILD NEW RESIDENTIAL HOME PER PLANS,CofO Issued,11/5/2020 5:00:00 AM,08007213.,-83.079253,42.347317,413,529223,4401,,AVERY,-9248340.13944555,5213148.66826805
BLD2019-01172,"CHANGE OF USE, CHANGE OF OCCUPANCY TO RETAIL, AND INTERIOR AND EXTERIOR ALTERATIONS PER PLANS",CofO Issued,8/25/2021 4:00:00 AM,22009481-2,-83.244416,42.386302,414,539110,20700,,SCHOOLCRAFT,-9266726.00050344,5219022.41134341
BLD2019-01195,(AKA 19148 Livernois ) Change of Use/ Occupancy from Barber Shop to Standard Restaurant per Plans.,CofO Issued,9/2/2020 4:00:00 AM,02004411-2,-83.141168,42.432492,415,322300,19158,,LIVERNOIS,-9255232.48571801,5225986.43150576
BLD2019-01226,Interior Build-out for new Credit Union on the 2nd Floor of the DTE Building as per plans.,CofO Issued,7/3/2019 4:00:00 AM,,,,416,,660,,PLAZA
BLD2019-01231,"Change legal use of suite 121, floor 1 of Building 1 from ""warehouse / factory"" to ""trade services, general"" as per provided documents. Must conform to 2015 Michigan Rehabilitation Code.",CofO Issued,12/11/2019 5:00:00 AM,07002606.000,-83.060413,42.378418,417,283518,1600, ,CLAY,-9246242.880239,5217834.26062039
BLD2019-01248,(a.k.a. 2911 W Grand Blvd - legal address) Change legal land use of tenant space to ""carry out restaurant"" as per attached plans.,CofO Issued,8/18/2022 4:00:00 AM,03001796.,-83.066013,42.372553,418,434757,2905,W,Grand Blvd,-9246866.26938744,5216950.47813362
BLD2019-01267,"Millwork, Carpentry, Electrical, Mechanical, Plumbing installations in a first floor retail space.",CofO Issued,2/13/2020 5:00:00 AM,02001862-3,-83.052455,42.337782,419,256161,2125,,WOODWARD,-9245356.99973127,5211712.61536936
BLD2019-01270,AKA 6171 W. Vernor. Interior Tenant Build-out to establish a Retail Occupancy as per plans.,CofO Issued,2/2/2021 5:00:00 AM,16000701-5,-83.107954,42.315505,420,546251,6143,,VERNOR,-9251535.1201508,5208358.35622713
BLD2019-01306,"Per BSEED grant #56-18, change legal use from ""junkyard / indoor dismantle"" to ""Very High Impact mfg / processing (concrete crushing) as per attached documents.",CofO Issued,7/9/2020 4:00:00 AM,22050987-8,-83.198951,42.381137,421,145919,12625,,GREENFIELD,-9261664.85985452,5218244.0080758
BLD2019-01403,"Change of Occupancy to 106 Lofts, Community Room, Yoga Studio, Gym & 1st Floor Management Offices as per plans.",CofO Issued,5/25/2021 4:00:00 AM,02000196.,-83.050758,42.330086,422,294601,321,W,Lafayette,-9245168.09055539,5210553.69046123
BLD2019-01506,AKA 1026 Randolph. Change of Occupancy to Indoor Recreation Commercial & Health Club and alterations as per plans. Separate Sign Permit Required.,CofO Issued,9/11/2019 4:00:00 AM,01000161.,-83.043875,42.333789,423,25569,1001,,BRUSH,-9244401.87850026,5211111.29996003
BLD2019-01524,(a.k.a. 1534 Trumbull - local address) Change legal land use from ""AUTO REPAIR SHOP"" to a  ""SINGLE FAMILY RESIDENCE"" as per attached documents. Interior & Exterior alterations per Historic District Comm's Cert. of Appro. #19-6235.,CofO Issued,5/15/2020 4:00:00 AM,06000340.000,-83.065135,42.32943,424,529211,1451,,BAGLEY,-9246768.53087453,5210454.91132099
BLD2019-01567,CHANGE OF OCCUPANCY TO ESTABLISH A CHILD CARE CENTER IN AN EXISTING MEDICAL CLINIC AS INDICATED ON PLANS,CofO Issued,2/28/2020 5:00:00 AM,22012921-4,-83.194805,42.415931,425,351726,15101,,MCNICHOLS,-9261203.32924569,5223488.95630518
BLD2019-01569,"Per BSEED Grant#143-16, Change of Occupancy to Minor Auto Repair and erection of screen wall and dumpster enclosure as per plans.",CofO Issued,10/11/2019 4:00:00 AM,22002244-7,-83.192335,42.357979,426,216124,15037, ,JOY,-9260928.37010343,5214754.71503061
BLD2019-01570,(a.k.a. 1700 W Fort - local address) Interior alterations and tenant build out of floor 2 & 3 as per attached drawings.,CofO Issued,2/28/2020 5:00:00 AM,08000048.,-83.065227,42.323409,427,245292,1702,,FORT,-9246778.77226768,5209548.32955191
BLD2019-01655,Change of occupancy to establish one retail space (auto part sales-new) as per plans.,CofO Issued,7/26/2019 4:00:00 AM,15005775.,-83.025591,42.447852,428,495436,20524,,Stotter,-9242366.5129306,5228303.38029958
BLD2019-01667,"Change legal land use to ""retail store"". Perform and provide tenant build out, floor 1, suites 1505, 1515, 1529 as per attached drawings.",CofO Issued,12/12/2019 5:00:00 AM,02001869-1,-83.049826,42.334949,429,32729,1505,,WOODWARD,-9245064.34078997,5211285.98319667
BLD2019-01722,(a.k.a. 1464 Van Dyke - suite address) Change legal land use of tenant suite to ""carry out restaurant"" as per attached drawings. Separate health dept approval required.,CofO Issued,9/3/2019 4:00:00 AM,17009186-0,-82.997689,42.355957,430,255706,1462,,Van Dyke,-9239260.47649848,5214450.11460155
BLD2019-01723,CHANGE OF USE FROM BAR/RESTAURANT TO PRIVATE CLUB PER PLANS,CofO Issued,5/31/2019 4:00:00 AM,22051128-33,-83.197683,42.368562,431,213966,9933,,GREENFIELD,-9261523.70674019,5216349.13130349
BLD2019-01724,Change legal land use of suite C from ""retail store"" to ""pharmacy"" as per attached drawings.,CofO Issued,5/30/2019 4:00:00 AM,21046421.002,-82.978282,42.389464,432,293312,11919,E,Warren,-9237100.09914066,5219498.97946975
BLD2019-01728,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2841 Brush St. (Unit 63)],CofO Issued,6/3/2022 4:00:00 AM,,,,433,548347,2841,,Brush
BLD2019-01731,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2839 Brush St. (Unit 64)],CofO Issued,6/24/2022 4:00:00 AM,,,,434,548348,2839,,Brush
BLD2019-01734,New Townhouses As Per Plans,CofO Issued,5/25/2022 4:00:00 AM,,,,435,548349,2837,,Brush
BLD2019-01737,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2835 Brush St. (Unit 66)],CofO Issued,8/18/2022 4:00:00 AM,,,,436,548350,2835,,Brush
BLD2019-01738,New Townhouses As Per Plans,CofO Issued,7/12/2022 4:00:00 AM,,,,437,548351,2833,,Brush
BLD2019-01740,"Change of use to establish Cold storage and Commissary as per plans.
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED",CofO Issued,6/3/2019 4:00:00 AM,22035439-43,-83.183392,42.369596,438,536657,10000,,Freeland,-9259932.83989727,5216504.92633894
BLD2019-01742,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2841 Brush St. (Unit 68)],CofO Issued,7/12/2022 4:00:00 AM,,,,439,548352,2831,,Brush
BLD2019-01747,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2829 Brush St. (Unit 69)],CofO Issued,7/27/2022 4:00:00 AM,,,,440,548353,2829,,Brush
BLD2019-01749,"AKA 77 W COLUMBIA/Change legal use of suite, west to ""standard restaurant"". Interior & exterior alterations as per attached drawings. Separate outdoor café permit required.",CofO Issued,3/29/2023 4:00:00 AM,02001862-3,-83.052455,42.337782,441,256161,2125,,WOODWARD,-9245356.99973127,5211712.61536936
BLD2019-01750,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2827 Brush St. (Unit 70)],CofO Issued,5/25/2022 4:00:00 AM,,,,442,548354,2827,,Brush
BLD2019-01751,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2825 Brush St. (Unit 71)],CofO Issued,8/9/2022 4:00:00 AM,,,,443,548355,2825,,Brush
BLD2019-01752,Construct and erect a single family residential unit (carriage house) as per attached drawings. [2823 Brush St. (Unit 72)],CofO Issued,8/9/2022 4:00:00 AM,,,,444,548356,2823,,Brush
BLD2019-01753,"Change legal land use from ""vacant land"" to "" Contractor Yard and Construct permanent modular office structures , parking lot, and construction laydown area as per attached drawings.",CofO Issued,11/6/2019 5:00:00 AM,18000044.001,-83.103015,42.294098,445,469437,1001,,SPRINGWELLS,-9250985.31318578,5205136.21193247
BLD2019-01754,"Construct and erect a single family residential unit (carriage house) as per attached drawings. 
[2821 Brush St. (Unit 73)]",CofO Issued,6/2/2022 4:00:00 AM,,,,446,548357,2821,,Brush
BLD2019-01801,"REVISION TO BLD2018-03509 TO MODIFY SCOPE OF WORK AS PER PLANS. (ProjectDox BLD-4869)/REVISE BLD2017-05699 TO SHOW TRUE SCOPE OF WORK AS INDICATED ON EPLAN SUBMITTAL./BLD2017-05699-CHANGE OF OCCUPANCY TO ESTABLISH RESTAURANT W/CLASS C BAR ON BASEMENT, GROUND FLOOR, AND MEZZANINE LEVELS AND ALTERATIONS AS PER PLANS. SEPARATE HEALTH APPROVAL AND RESTAURANT BUSINESS LICENSE REQUIRED.",CofO Issued,6/12/2019 4:00:00 AM,02000380-1,-83.053065,42.336319,447,27207,114,,W. ADAMS      STE 200,-9245424.90462065,5211492.29427251
BLD2019-01882,TBD/Interior renovations as per attached document.,CofO Issued,9/27/2019 4:00:00 AM,02000890.,-83.065518,42.350978,448,329189,441,,Canfield,-9246811.1662395,5213700.10418387
BLD2019-01919,CHANGE OF USE TO RESTAURANT AND INTERIOR/EXTERIOR ALTERATIONS PER PLANS,CofO Issued,4/1/2020 4:00:00 AM,09007389.,-83.075109,42.432703,449,536069,2742,EAST,SEVEN MILE,-9247878.8314757,5226018.25553604
BLD2019-01948,Change Occupancy/Use to Restaurant w/Onsite Consumption 1st Flr & Basement per plans.,CofO Issued,8/26/2020 4:00:00 AM,03001802.,-83.066862,42.372246,450,335900,2921,,GRAND,-9246960.77963513,5216904.21932857
BLD2019-02007,(a.k.a. 19 East Grand River Ave - suite address) Change legal land use from ""commercial (white box)"" to ""standard restaurant"" as per attached drawings.,CofO Issued,11/3/2020 5:00:00 AM,01004120-7,-83.048473,42.334685,451,420941,1413,,Farmer,-9244913.72551893,5211246.22741824
BLD2019-02022,AKA 3909 Woodward Ave Ste A. Interior alterations in an existing Retail Space as per plans.,CofO Issued,8/8/2019 4:00:00 AM,02001804.,-83.059933,42.349573,452,252493,3901,,WOODWARD,-9246189.44688342,5213488.47310902
BLD2019-02050,Change legal land use from ""factory"" to ""Private club"" as per attached documents.,CofO Issued,7/16/2019 4:00:00 AM,04001396.,-83.076288,42.36706,453,5053,628,,BALTIMORE,-9248010.07715534,5216122.82625541
BLD2019-02065,"Per BSEED Grant #100-18, Establish Occupancy/Use of Medical Marihuana Grower Facility in 18,000 sq. ft. of an existing 46,000 sq. ft. building as per plans.",CofO Issued,2/11/2020 5:00:00 AM,16000001.,-83.087622,42.305833,454,4229,4473,,W. JEFFERSON,-9249271.77226399,5206902.40797756
BLD2019-02089,Interior alterations of business office suite to establish a ""medical clinic"" as per attached drawings.,CofO Issued,3/2/2020 5:00:00 AM,06002197.,-83.095869,42.377012,455,61123,1550,,TAYLOR,-9250189.82410457,5217622.38640195
BLD2019-02093,CHANGE OF USE FROM OFFICE TO RETAIL PER PLANS,CofO Issued,7/1/2019 4:00:00 AM,21002284.,-82.931728,42.405087,456,321808,16900,,Warren,-9231917.73156627,5221853.98838378
BLD2019-02109,CHANGE OF USE TO ADD CARRY-OUT RESTAURANT IN 818 SQ. FT. PER PLANS.,CofO Issued,9/1/2020 4:00:00 AM,03001786.,-83.063946,42.373319,457,5343,2831,,Grand Blvd,-9246636.17199997,5217065.90011195
BLD2019-02162,Correction to BLD2019-02162 to Add Rehab Code Reference to Plans,CofO Issued,5/31/2019 4:00:00 AM,22051128-33,-83.197759,42.368524,458,545628,9931,,Greenfield,-9261532.16702149,5216343.40580946
BLD2019-02250,Change of Occupancy to Low/medium-impact Manufacturing or Processing (Clothing) as per plans.,CofO Issued,7/17/2019 4:00:00 AM,10008299.,-83.094632,42.350257,459,45996,5203,,LORAINE,-9250052.12189446,5213591.5014542
BLD2019-02258,Change legal land use from ""indoor recreation center"" to ""Hair & Nail salon"" as per provided documents. Must conform to 2015 Michigan Bldg Code.,CofO Issued,6/29/2023 4:00:00 AM,16009389-90,-83.154302,42.445575,460,536567,8235,,EIGHT MILE,-9256694.55591009,5227959.87488086
BLD2019-02288,AKA 2038 Springwells. Change of Occupancy from Retail to Veterinary Clinic for Small Animals as per plans.,CofO Issued,11/19/2020 5:00:00 AM,20005178-9,-83.125812,42.309985,461,34811,2030,,Springwells,-9253523.06361739,5207527.39061461
BLD2019-02379,"(PER BSEED 118-18) Change occupancy from MMPCF to MMGF(grow facility) in one story (15,782 sq. ft.) building as per plans.",CofO Issued,7/3/2019 4:00:00 AM,22006745-51,-83.181875,42.383177,462,537514,13775,,BUENA VISTA,-9259763.96822973,5218551.44334133
BLD2019-02408,(a.k.a. 115 W. Warren - suite address) Change legal land use from ""print shop"" to ""barber shop"" as per attached drawings.,CofO Issued,11/19/2019 5:00:00 AM,02002128.,-83.066068,42.355853,463,545236,4860,W,CASS,-9246872.39195944,5214434.44798
BLD2019-02429,Change of Occupancy/Use from Office to Major Motor Vehicle Repair facility (per BSEED 281-16) as per plans.,CofO Issued,11/6/2019 5:00:00 AM,22049647-9,-83.196833,42.361944,464,350368,9160, ,GREENFIELD,-9261429.08517302,5215352.04353583
BLD2019-02431,"Change of use
No other changes to existing conditions",CofO Issued,7/31/2019 4:00:00 AM,13007351-2,-83.045206,42.419238,465,536340,5703,,MCNICHOLS,-9244550.04474251,5223987.6144498
BLD2019-02529,Revision to BLD2018-07772 to reflect changes to Electrical scope of work with no change of cost as per plans.,CofO Issued,8/19/2020 4:00:00 AM,,-83.076491,42.364863,466,,692,,AMSTERDAM,-9248032.67501198,5215791.81590062
BLD2019-02553,Revision to BLD2019-01191 to reflect additional electrical and millwork as per plans.,CofO Issued,12/10/2019 5:00:00 AM,04004075-143B,-83.060347,42.333319,467,538444,1777,,THIRD,-9246235.53315261,5211040.52404856
BLD2019-02602,3 Level Multiple Family Building with 1 unit on each Level,CofO Issued,6/7/2022 4:00:00 AM,08006022.,-83.078075,42.349065,468,45803,4530,,COMMONWEALTH,-9248209.00508539,5213411.95570684
BLD2019-02695,"(a.k.a. 1247 WOODWARD - legal address) Change legal land use of suite 1441, floor 1 from ""INDOOR RECREATION CENTER""  to ""hair salon""  Tenant build out for same as per attached drawings.",CofO Issued,2/20/2020 5:00:00 AM,02001873.001,-83.049126,42.334377,469,348396,1441,,WOODWARD,-9244986.41714642,5211199.84588766
BLD2019-02740,Construction of a Governmental Service Agency as per plans. Certificate of  Occupancy must be obtained prior to proposed use of building,CofO Issued,6/20/2022 4:00:00 AM,03001356-60,-83.057964,42.358685,470,264909,500,E,WARREN,-9245970.25880605,5214861.07139596
BLD2019-02766,Revision to BLD2018-02335 to reflect addition of Mezzanine and increased cost in a Medical Marihuana Provisioning Center Facility as per plans. See BSEED Grant #113-17 for Grant conditions.,CofO Issued,8/22/2019 4:00:00 AM,16017065-69,-83.113097,42.321763,471,428153,2710,,LIVERNOIS,-9252107.63629195,5209300.50648823
BLD2019-02773,Change legal land use from ""hair salon"" to ""std. restaurant"" as per provided documents,CofO Issued,1/12/2021 5:00:00 AM,14013162.,-83.139036,42.380636,472,350981,12548,,LIVERNOIS,-9254995.15256364,5218168.50711925
BLD2019-02792,Change of Occupancy to Restaurant w/ consumption on the premises and Art Gallery per plans.,CofO Issued,5/4/2021 4:00:00 AM,15013354.,-83.016716,42.358058,473,278113,2905,,BEAUFAIT,-9241378.55244981,5214766.61603761
BLD2019-02840,"Per BZA Grant #25-19, erect a 60,000 sq ft 3 Story Office Building per plans. Build a new emergency headquarters for storm",CofO Issued,12/27/2022 5:00:00 AM,,-83.08825,42.386902,474,,2109,,SECOND,-9249341.68090421,5219112.83988256
BLD2019-03036,Change of occupancy from retail to private club as per plans.,CofO Issued,2/11/2020 5:00:00 AM,22008789-90,-83.213225,42.386513,475,148346,16929,,SCHOOLCRAFT,-9263253.8342661,5219054.21194782
BLD2019-03064,"Phase II Mechanicals, Electrical, Plumbing, Landscaping, & Civil in conjunction with BLD2019-02840 (erect a 60,000 sq ft 3 Story Office Building Phase I Core & Shell) per plans.",CofO Issued,4/1/2025 4:00:00 AM,,-83.08825,42.386902,476,,2109,,SECOND,-9249341.68090421,5219112.83988256
BLD2019-03073,Alterations to add Kitchen in basement as per plans.,CofO Issued,7/7/2022 4:00:00 AM,02000119-37,-83.048424,42.328319,477,289380,250,W,Larned,-9244908.27086388,5210287.62155968
BLD2019-03093,"Revise BLD2017-01835 for Electrical changes per plans.(CHANGE OF OCC TO LOFTS ON FLRS 8-35,COMMUNITY RM/FITNESS CTR ON 7TH FL,RETAIL ON 1ST FL)
CHANGE OF OCCUPANCY FROMT OFFICE TO LOFTS ON FLRS 8-35,COMMUNITY ROOM/FITNESS CENTER ON 7TH FL,RETAIL ON 1ST FL & EXTERIOR ALTERATIONS PER HDC CERT16-4662 AS PER PLANS.",CofO Issued,12/2/2019 5:00:00 AM,02001994.,-83.048555,42.332435,478,40021,1150,N,Griswold,-9244922.85371717,5210907.40653308
BLD2019-03115,REVISIONS TO BLD2019-01935 AS PER (PD) PLANS (Change of Occupancy from retail to restaurant (standard) and alterations as per EPLANS. PROJDOX BLD-4817),CofO Issued,1/28/2020 5:00:00 AM,22014123-4,-83.176088,42.416873,479,67639,13226,,MCNICHOLS,-9259119.76233651,5223630.99655751
BLD2019-03235,(AKA 22341 Moross #R113) Change of use from standard retail to (Retail-Pharmacy) with associated alterations per plans.,CofO Issued,10/8/2019 4:00:00 AM,,,,480,549798,19187,,MACK
BLD2019-03257,"Establish new retail (K-9 Foods) tenant build out per approved plan. 
(Subject to all applicable Federal, State and Local Executive Orders.)",CofO Issued,3/9/2023 5:00:00 AM,02002244-7,-83.060703,42.344914,481,227110,3443,,CASS,-9246275.16289133,5212786.73530056
